"","source","target","weight","type"
"1665","Ty Dolla $ign","R. Kelly","1","undirected"
"1666","Pharrell Williams","Casino","1","undirected"
"1667","Paul Wall","Boogie Man","1","undirected"
"1668","Bumps Inf","Datin","2","undirected"
"1669","Dr. Dre","MC Ren","1","undirected"
"1670","EMC Senatra","King Lil G","2","undirected"
"1671","Rich Homie Quan","YG","1","undirected"
"1672","Talley Of 300","Jalyn Sanders","2","undirected"
"1673","Dame D.O.L.L.A","Raphael Saadiq","1","undirected"
"1674","Sage The Gemini","Juicy J","1","undirected"
"1675","Tech N9ne Collabos","Prozak","2","undirected"
"1676","Macklemore & Ryan Lewis","Jamila Woods","1","undirected"
"1677","Ty Dolla $ign","Meek Mill","2","undirected"
"1678","Paul Wall","Big Scoob","1","undirected"
"1679","Mak Digg","Square Bizzy","2","undirected"
"1680","Marty Baller","Lil Uzi Vert","1","undirected"
"1681","Original Broadway Cast of Hamilton","Christopher Jackson","7","undirected"
"1682","Busta Rhymes","Kent Jones","1","undirected"
"1683","KSI","Tiggs Da Author","1","undirected"
"1684","Ab-Soul","Mac Miller","1","undirected"
"1685","DJ Quick","Sevyn Streeter","1","undirected"
"1686","JP Cali","Buddy","1","undirected"
"1687","Rick Ross","Royce Da 5'9""","1","undirected"
"1688","Skeme","Chris Brown","1","undirected"
"1689","Clif Soulo","Legendvry","1","undirected"
"1690","Bruce Banna","June","1","undirected"
"1691","Montana of 300","Shabba Wolf","1","undirected"
"1692","Miguel","Queen Latifah","1","undirected"
"1693","Quez","Berner","2","undirected"
"1694","Mike Posner","Rittz","1","undirected"
"1695","Daniel Lee","Charlie Farley","1","undirected"
"1696","Wiz Khalifa","A$AP Rocky","1","undirected"
"1697","Jamie Madrox","Lex the Hex Master","1","undirected"
"1698","Pete Rock","BJ The Chicago Kid","1","undirected"
"1699","Thundercat","Anna Wise","1","undirected"
"1700","Isaiah Rashad","Jay Rock","1","undirected"
"1701","John Givez","Jackie Hill Perry","1","undirected"
"1702","Post Malone","Mac Miller","1","undirected"
"1703","Big Scoob","Bakarii","2","undirected"
"1704","Tech N9ne","Bakarii","1","undirected"
"1705","Snoop Dogg","Kendrick Lamar","1","undirected"
"1706","Tory Lanez","G-Eazy","1","undirected"
"1707","Toro y Moi","Travis Scott","1","undirected"
"1708","Big Scoob","Killer Mike","1","undirected"
"1709","Bizzle","Alexis Spight","1","undirected"
"1710","KJ","Kuzzn Bank","1","undirected"
"1711","Arcangel","De La Ghetto","2","undirected"
"1712","Propaganda","Lecrae","1","undirected"
"1713","Talley Of 300","Savage","2","undirected"
"1714","Kool Moe Dee","Eric Nally","1","undirected"
"1715","Gunna","Travis Scott","1","undirected"
"1716","Mick Jenkins","Ravyn Lenae","1","undirected"
"1717","Hoodie Allen","Blackbear","2","undirected"
"1718","Lil Wayne","Curren$y","1","undirected"
"1719","Nef The Pharaoh","Ezale","1","undirected"
"1720","Dream Junkies","John Givez","12","undirected"
"1721","Machine Gun Kelly","Leroy Sanchez","1","undirected"
"1722","Bricc Baby","AD","1","undirected"
"1723","ScHoolboy Q","A$AP Ferg","1","undirected"
"1724","The Game","Sevyn Streeter","2","undirected"
"1725","Colt Ford","Charlie Farley","1","undirected"
"1726","Rick Ross","Mary J. Blige","1","undirected"
"1727","Beanie Sigel","Pusha T","1","undirected"
"1728","Chance The Rapper","Francis and the Lights","1","undirected"
"1729","J. Doe","Riff Raff","1","undirected"
"1730","Yung Gleesh","Playboi Carti","1","undirected"
"1731","Problem","Boogie","1","undirected"
"1732","The Game","Stacy Barthe","2","undirected"
"1733","Jadakiss","Ne-Yo","1","undirected"
"1734","Krizz Kaliko","Stige","1","undirected"
"1735","Kendrick Lamar","Zacari","1","undirected"
"1736","Bryson Tiller","DJ Khaled","1","undirected"
"1737","Bobby V.","Snoop Dogg","1","undirected"
"1738","Fat Nick","Pouya","1","undirected"
"1739","Kanye West","A$AP Rocky","2","undirected"
"1740","La Coka Nostra","Rite Hook","3","undirected"
"1741","Starlito","Young Dolph","1","undirected"
"1742","Problem","Buddy","1","undirected"
"1743","Rick Ross","Pete Rock","1","undirected"
"1744","CZARFACE","Conway","1","undirected"
"1745","Life+","King Lil G","1","undirected"
"1746","Mistah F.A.B.","Erk Tha Jerk","1","undirected"
"1747","Lin-Manuel Miranda","Christopher Jackson","8","undirected"
"1748","Thundercat","George Clinton","1","undirected"
"1749","Danny from Sobrante","Marsha Ambrosius","1","undirected"
"1750","Bun B","Paul Wall","1","undirected"
"1751","Cormega","Havoc","1","undirected"
"1752","Audio Push","Rick Ross","1","undirected"
"1753","S.O.S.","Datin","1","undirected"
"1754","Shell","Lil Trill","1","undirected"
"1755","Jasmine Cephas-Jones","Phillipa Soo","1","undirected"
"1756","KJ","Mouton","1","undirected"
"1757","Ali Shields","Jamesthemormon","1","undirected"
"1758","Hoodie Allen","Kyle","1","undirected"
"1759","Lil B","Mac Miller","1","undirected"
"1760","Sebastian","Wiz Khalifa","1","undirected"
"1761","DJ Khaled","Betty Wright","1","undirected"
"1762","Jakk Frost","Vinnie Paz","2","undirected"
"1763","Fetty Wap","Rich Homie Quan","1","undirected"
"1764","Cuttyboy G Dinero","Yella","1","undirected"
"1765","Desiigner","King Savage","1","undirected"
"1766","Duce","Marley Blu","1","undirected"
"1767","Young Scooter","Quavo","1","undirected"
"1768","Boosie Badazz","Calliope Bub","3","undirected"
"1769","A$AP Mob","BJ The Chicago Kid","1","undirected"
"1770","Shasha","Dej Loaf","1","undirected"
"1771","E-40","Nef The Pharaoh","4","undirected"
"1772","Snoop Dogg","Anna Wise","1","undirected"
"1773","Slim Thug","Adoni","1","undirected"
"1774","A$AP Twelvyy","Key","1","undirected"
"1775","The Alchemist","Method Man","1","undirected"
"1776","E-40","B-Legit","3","undirected"
"1777","N'Dambi","Lecrae","1","undirected"
"1778","Dumbfoundead","Daveed Diggs","1","undirected"
"1779","The Game","Snoop Dogg","2","undirected"
"1780","O'Neill","Kendo","1","undirected"
"1781","K CAMP","Wiz Khalifa","1","undirected"
"1782","Webbie","Snoop Dogg","1","undirected"
"1783","Alexio","Arcangel","2","undirected"
"1784","Watsky","Daveed Diggs","1","undirected"
"1785","Lady G","Tokyo Jetz","1","undirected"
"1786","Smoke Dza","BJ The Chicago Kid","1","undirected"
"1787","DJ Luian","Maluma","1","undirected"
"1788","Mistah F.A.B.","2 Chainz","1","undirected"
"1789","A$AP Rocky","A$AP Mob","7","undirected"
"1790","TF","Traffic","1","undirected"
"1791","Snow Tha Product","Residente","1","undirected"
"1792","Juicy J","Wiz Khalifa","21","undirected"
"1793","Bumpy Knuckles","Killer Mike","1","undirected"
"1794","Choose Up Cheese","Stresmatic","1","undirected"
"1795","Sione Toki","Jay Warren","1","undirected"
"1796","Diddy","Styles P","3","undirected"
"1797","The Game","DJ Quick","1","undirected"
"1798","Rafael Casal","Wax","1","undirected"
"1799","ESG","Lil Keke","1","undirected"
"1800","Havoc","Prodigy","1","undirected"
"1801","Krizz Kaliko","Stevie Stone","1","undirected"
"1802","Selah the Corner","Dre Murray","1","undirected"
"1803","Machine Gun Kelly","Victoria Monet","1","undirected"
"1804","Travis Scott","Young Thug","4","undirected"
"1805","Rihanna","Drake","1","undirected"
"1806","Devin The Dude","MJG","1","undirected"
"1807","Adam Vida","Daveed Diggs","1","undirected"
"1808","Big Smo","Haden Carpenter","1","undirected"
"1809","Vinnie Paz","A.G.","1","undirected"
"1810","Mac Miller","Bilal","2","undirected"
"1811","Future","2 Chainz","1","undirected"
"1812","CES Cru","Tech N9ne","1","undirected"
"1813","Devin The Dude","Mistah F.A.B.","1","undirected"
"1814","Rae Sremmurd","Juicy J","2","undirected"
"1815","Big Smo","Brandon Rogers","1","undirected"
"1816","Nas","Wiz Khalifa","1","undirected"
"1817","Paul Wall","Berner","1","undirected"
"1818","Demun Jones","I4NI","1","undirected"
"1819","Tech N9ne","Krizz Kaliko","5","undirected"
"1820","Foxx","Webbie","1","undirected"
"1821","Watsky","Wax","1","undirected"
"1822","Wiz Khalifa","DJ Quik","1","undirected"
"1823","DJ Khaled","Busta Rhymes","1","undirected"
"1824","Chris Dave","Elzhi","1","undirected"
"1825","Bun B","A$AP Rocky","1","undirected"
"1826","DJ Khaled","Travis Scott","1","undirected"
"1827","Sonyae","Future","2","undirected"
"1828","Bebe Rexha","G-Eazy","1","undirected"
"1829","1st FKI","Mac Miller","1","undirected"
"1830","Yo Gotti","Jeezy","1","undirected"
"1831","B Real","Maria Grazia","1","undirected"
"1832","Brain","Lil Dicky","1","undirected"
"1833","Nas","ScHoolboy Q","1","undirected"
"1834","Future","Metro Boomin","1","undirected"
"1835","Dave East","Young Life","1","undirected"
"1836","Marty","NF","1","undirected"
"1837","J. Cole","DJ Khaled","1","undirected"
"1838","Jazzy","Joe Budden","1","undirected"
"1839","Desiigner","Pusha T","1","undirected"
"1840","NF","Jeremiah Carlson","1","undirected"
"1841","Blaze Ya Dead Homie","The R.O.C.","1","undirected"
"1842","Jadakiss","Tish Hyman","1","undirected"
"1843","Grieves","Chinaka Hodge","1","undirected"
"1844","John Legend","James Fauntleroy","1","undirected"
"1845","Ty Dolla $ign","YG","4","undirected"
"1846","Ty Dolla $ign","DJ Mustard","3","undirected"
"1847","Fabolous","Kent Jones","1","undirected"
"1848","Pusha T","Styles P","1","undirected"
"1849","KB","Da' T.R.U.T.H.","1","undirected"
"1850","ScHoolboy Q","Anderson .Paak","1","undirected"
"1851","The Game","Lil E","2","undirected"
"1852","Adam Vida","Chinaka Hodge","1","undirected"
"1853","Social Club Misfits","Tree Giants","1","undirected"
"1854","Ice Cube","Dr. Dre","1","undirected"
"1855","Dre Murray","Beleaf","1","undirected"
"1856","Nicki Minaj","DJ Khaled","1","undirected"
"1857","Wankaego","Lundon","1","undirected"
"1858","Mozzy","Kid Red","1","undirected"
"1859","Eazy-E","MC Ren","1","undirected"
"1860","Nas","will.i.am","2","undirected"
"1861","Flo Rida","Sage The Gemini","2","undirected"
"1862","Nef The Pharaoh","Mistah F.A.B.","1","undirected"
"1863","Ella Mai","DJ Mustard","1","undirected"
"1864","Rick Ross","Meek Mill","1","undirected"
"1865","Grieves","Rafael Casal","1","undirected"
"1866","Nef The Pharaoh","D.R.A.M.","1","undirected"
"1867","Wale","Meghan Trainor","1","undirected"
"1868","Trouble","Young Thug","1","undirected"
"1869","Talley Of 300","Montana of 300","6","undirected"
"1870","Watsky","Mal Devisa","1","undirected"
"1871","E-40","D.R.A.M.","1","undirected"
"1872","Ras Kass","Vinnie Paz","1","undirected"
"1873","Diddy","Travis Scott","1","undirected"
"1874","Mos Def","Acyde","1","undirected"
"1875","EMC Senatra","Young Drummer Boy","2","undirected"
"1876","Raekwon","G-Eazy","1","undirected"
"1877","The-Dream","Pusha T","2","undirected"
"1878","Lucy Rose","Logic","1","undirected"
"1879","Devin The Dude","Too $hort","1","undirected"
"1880","Johnny Cinco","HoodRich Pablo Juan","1","undirected"
"1881","Jadakiss","Diddy","3","undirected"
"1882","Apollo Brown","Patty Crash","1","undirected"
"1883","Billy Danze","Chris Rivers","1","undirected"
"1884","E-40","Mvrcus Blvck","2","undirected"
"1885","Apathy","Celph Titled","1","undirected"
"1886","Skepta","BBK","1","undirected"
"1887","Leon Bridges","Macklemore & Ryan Lewis","1","undirected"
"1888","will.i.am","Snoop Dogg","2","undirected"
"1889","Kamaiyah","Drake","1","undirected"
"1890","Smoke Dza","Mac Miller","1","undirected"
"1891","Mick Jenkins","theMIND","3","undirected"
"1892","Gracy","Dream Junkies","1","undirected"
"1893","C-Murder","Calliope Bub","3","undirected"
"1894","Bad Lucc","DJ Quik","1","undirected"
"1895","A.Genius","Square Bizzy","1","undirected"
"1896","Meek Mill","Drake","1","undirected"
"1897","Bernz","Wrekonize","2","undirected"
"1898","Lil Wayne","Dame D.O.L.L.A","1","undirected"
"1899","Thundercat","Bilal","1","undirected"
"1900","Ty Dolla $ign","24hrs","1","undirected"
"1901","Sho Baraka","Jackie Hill Perry","1","undirected"
"1902","Turf Talk","Husalah","1","undirected"
"1903","MeetSims","Chrisette Michele","1","undirected"
"1904","DJ Khaled","Meghan Trainor","1","undirected"
"1905","Yung Lord","A$AP Mob","1","undirected"
"1906","Jesse Boykins III","Logic","1","undirected"
"1907","Bubba Sparxxx","Redneck Souljers","1","undirected"
"1908","Cau2g$","Chinx","1","undirected"
"1909","Isaiah Rashad","Zacari","1","undirected"
"1910","Fetty Wap","Homie Quan","1","undirected"
"1911","Ty Dolla $ign","Jagged Edge","1","undirected"
"1912","Murs","Ubiquitous","1","undirected"
"1913","Anthony Ramos","Lin-Manuel Miranda","11","undirected"
"1914","DJ Khaled","Wiz Khalifa","1","undirected"
"1915","Scarface","Stacy Barthe","2","undirected"
"1916","Casey Veggies","K CAMP","1","undirected"
"1917","The Game","Q-Tip","2","undirected"
"1918","Miguel","Mark Ronson","1","undirected"
"1919","Riff Raff","Dolla Bill Gates","1","undirected"
"1920","Mozzy","The Jacka","1","undirected"
"1921","Justine Skye","ScHoolboy Q","1","undirected"
"1922","Brandy","James Fauntleroy","1","undirected"
"1923","Bizzle","Bumps Inf","2","undirected"
"1924","Diddy","Zoey Dollaz","1","undirected"
"1925","Key","A$AP Rocky","1","undirected"
"1926","King Chip","Domo Genesis","1","undirected"
"1927","Dame D.O.L.L.A","Brookfield Duece","2","undirected"
"1928","Anderson .Paak","Idris Elba","1","undirected"
"1929","Bloody Jay","YFN Lucci","1","undirected"
"1930","Royce Da 5'9""","Loren W. Oden","1","undirected"
"1931","MO3","Mr. Lucci","1","undirected"
"1932","Vakero","DJ Luian","1","undirected"
"1933","Dave East","2 Chainz","1","undirected"
"1934","Too $hort","Mistah F.A.B.","2","undirected"
"1935","Mitch E-Slick","RJ","2","undirected"
"1936","A$AP Rocky","Pimp C","1","undirected"
"1937","Carlene Crawford","Beleaf","1","undirected"
"1938","Chuck D","A$AP Ferg","1","undirected"
"1939","Mista Cain","Young Dolph","1","undirected"
"1940","Future","Lil Uzi Vert","1","undirected"
"1941","Fat Joe","Kent Jones","1","undirected"
"1942","E-40","Lil B","1","undirected"
"1943","Arcangel","Farruko","2","undirected"
"1944","Cardi B","Breakfast Club","1","undirected"
"1945","Tokyo Jetz","T.I.","1","undirected"
"1946","B Real","Apathy","1","undirected"
"1947","Young Thug","21 Savage","1","undirected"
"1948","D.R.A.M.","Lil Yachty","1","undirected"
"1949","Royce Da 5'9""","Pete Rock","1","undirected"
"1950","French Montana","Wiz Khalifa","1","undirected"
"1951","Kool Keith","Doom","1","undirected"
"1952","Vince Staples","Jhene Aiko","1","undirected"
"1953","Nas","Pimp C","1","undirected"
"1954","PJ","Sa-Ra","1","undirected"
"1955","JT","The Game","2","undirected"
"1956","A$AP Twelvyy","A$AP Ferg","1","undirected"
"1957","Mick Jenkins","Michael Anthony","1","undirected"
"1958","Bones","A$AP Rocky","1","undirected"
"1959","Too $hort","G-Eazy","1","undirected"
"1960","Ja Rule","Ashanti","1","undirected"
"1961","Gizzle","G-Eazy","1","undirected"
"1962","August Alsina","DJ Khaled","1","undirected"
"1963","Duke","Young Thug","3","undirected"
"1964","DJ Luian","Cosculluela","1","undirected"
"1965","Project Pat","Young Dolph","1","undirected"
"1966","Jadakiss","Styles P","4","undirected"
"1967","Ty Dolla $ign","August Alsina","1","undirected"
"1968","Jeremih","Rick Ross","1","undirected"
"1969","Okieriete Onaodowan","Christopher Jackson","3","undirected"
"1970","Don Chief","Fred B","1","undirected"
"1971","Z-Ro","Krayzie Bone","1","undirected"
"1972","The-Dream","T.I.","1","undirected"
"1973","Rick Ross","Future","3","undirected"
"1974","King Mez","Jon Conner","2","undirected"
"1975","Madeintyo","Offset","1","undirected"
"1976","Joe Moses","Jay 305","4","undirected"
"1977","Youngs Teflon","Sway","1","undirected"
"1978","David Goldblatt","De La Soul","1","undirected"
"1979","Mozzy","Rich Homie Quan","1","undirected"
"1980","Mista Cain","Pymp","1","undirected"
"1981","Gucci Mane","Young Thug","2","undirected"
"1982","The Game","Jelly Roll","4","undirected"
"1983","Dizzy Wright","Berner","1","undirected"
"1984","Berner","Snoop Dogg","1","undirected"
"1985","YFN Lucci","Bigga Rankin","2","undirected"
"1986","Lady G","T.I.","1","undirected"
"1987","Scrufizzer","Youngs Teflon","1","undirected"
"1988","Ty Dolla $ign","Curren$y","1","undirected"
"1989","Ed Sheeran","Macklemore & Ryan Lewis","1","undirected"
"1990","The Game","Dej Loaf","2","undirected"
"1991","E-40","Lil E","2","undirected"
"1992","CES Cru","Tech N9ne Collabos","3","undirected"
"1993","Rich Homie Quan","Homie Quan","1","undirected"
"1994","Dame D.O.L.L.A","Manny Lotus","1","undirected"
"1995","Onyx","A$AP Mob","1","undirected"
"1996","E-40","Choose Up Cheese","1","undirected"
"1997","E-40","K.D. Stunts","1","undirected"
"1998","Macklemore & Ryan Lewis","Idris Elba","1","undirected"
"1999","Strange Figures","Dj Tank","1","undirected"
"2000","ScHoolboy Q","Wiz Khalifa","1","undirected"
"2001","Lundon","Webbie","1","undirected"
"2002","E-40","Kent Jones","1","undirected"
"2003","A$AP Twelvyy","A$AP Mob","2","undirected"
"2004","No Fatigue","J-Real","2","undirected"
"2005","Beleaf","John Givez","12","undirected"
"2006","Swae Lee","Travis Scott","1","undirected"
"2007","Renee Elise Goldsberry","Christopher Jackson","1","undirected"
"2008","Moses Sumney","Tessa Thompson","1","undirected"
"2009","Grandmaster Melle Mel","Eric Nally","1","undirected"
"2010","Wale","YG","1","undirected"
"2011","Lin-Manuel Miranda","Leslie Odom Jr.","17","undirected"
"2012","Mistah F.A.B.","Currensy Spitta","1","undirected"
"2013","Mitch E-Slick","The Game","2","undirected"
"2014","Nicki Minaj","Lil Uzi Vert","1","undirected"
"2015","B Real","Sick Jacken","1","undirected"
"2016","Rara","T.I.","2","undirected"
"2017","Kendrick Lamar","James Fauntleroy","2","undirected"
"2018","E-40","June Onna Beat","1","undirected"
"2019","Snoop Dogg","Trick Trick","1","undirected"
"2020","Don Q","Meek Mill","1","undirected"
"2021","PARTYNEXTDOOR","Drake","3","undirected"
"2022","A$AP Twelvyy","A$AP Rocky","1","undirected"
"2023","Boondox","Twiztid","1","undirected"
"2024","Ty Dolla $ign","Devin The Dude","1","undirected"
"2025","Carl Thomas","Mistah F.A.B.","1","undirected"
"2026","Playboi Carti","A$AP Rocky","2","undirected"
"2027","Okieriete Onaodowan","Leslie Odom Jr.","9","undirected"
"2028","LightShow","21 Savage","1","undirected"
"2029","Selah the Corner","Bumps Inf","1","undirected"
